,DataCreationDate,County,SiteName,AQI,SO2,CO,O3,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec
0,2019-11-30 23:00,桃園市,觀音,85.0,4.2,0.46,20.0,63.0,39,24.0,25.0,1.1,1.1,143.0
1,2019-11-30 23:00,桃園市,大園,49.0,5.9,0.56,20.0,56.0,34,26.0,28.0,2.0,2.0,233.0
2,2019-11-30 23:00,桃園市,平鎮,56.0,3.0,0.8,6.3,53.0,29,41.0,47.0,6.7,0.6,193.0
3,2019-11-30 23:00,桃園市,中壢,64.0,3.1,1.81,0.6,58.0,32,45.0,94.0,49.0,0.6,159.0
4,2019-11-30 23:00,桃園市,龍潭,63.0,4.0,0.39,35.0,39.0,26,13.0,14.0,1.1,1.1,181.0
5,2019-11-30 23:00,桃園市,桃園,34.0,5.0,0.91,2.5,33.0,21,,,,0.5,219.0
6,2019-11-30 22:00,桃園市,觀音,79.0,3.8,0.48,21.0,58.0,35,26.0,27.0,1.1,1.2,148.0
7,2019-11-30 22:00,桃園市,桃園,27.0,5.3,0.54,15.0,16.0,12,26.0,27.0,1.9,0.5,238.0
8,2019-11-30 22:00,桃園市,大園,36.0,4.4,0.58,11.0,49.0,24,28.0,30.0,1.2,2.0,226.0
9,2019-11-30 22:00,桃園市,龍潭,60.0,4.3,0.47,31.0,40.0,27,20.0,22.0,1.2,0.7,223.0
10,2019-11-30 22:00,桃園市,桃園(觀音工業區),75.0,3.2,1.01,7.3,68.0,44,38.0,43.0,5.3,0.1,181.0
11,2019-11-30 22:00,桃園市,中壢,55.0,3.6,2.4,1.9,50.0,34,45.0,112.0,67.0,0.6,198.0
12,2019-11-30 22:00,桃園市,平鎮,45.0,3.2,1.1,3.3,46.0,29,43.0,61.0,18.0,0.7,201.0
13,2019-11-30 21:00,桃園市,中壢,43.0,3.5,2.32,1.2,43.0,28,41.0,117.0,76.0,0.5,295.0
14,2019-11-30 21:00,桃園市,大園,30.0,4.3,0.49,15.0,24.0,10,24.0,25.0,0.9,2.5,172.0
15,2019-11-30 21:00,桃園市,桃園,26.0,5.9,0.5,16.0,22.0,9,25.0,26.0,1.4,1.0,80.0
16,2019-11-30 21:00,桃園市,龍潭,53.0,4.2,0.59,22.0,35.0,26,31.0,38.0,6.4,1.4,178.0
17,2019-11-30 21:00,桃園市,觀音,71.0,3.0,0.5,25.0,70.0,44,22.0,23.0,1.0,1.5,200.0
18,2019-11-30 21:00,桃園市,桃園(觀音工業區),63.0,2.0,0.49,14.0,63.0,34,28.0,34.0,5.8,0.8,219.0
19,2019-11-30 21:00,桃園市,平鎮,37.0,3.0,1.02,2.3,39.0,24,39.0,55.0,16.0,0.6,198.0
20,2019-11-30 20:00,桃園市,平鎮,31.0,2.3,0.64,7.5,28.0,14,33.0,37.0,3.2,0.5,226.0
