,DataCreationDate,County,SiteName,AQI,SO2,CO,O3,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec
0,2019-09-30 23:00,桃園市,龍潭,17.0,1.4,0.12,19.0,11.0,nan,1.8,3.2,1.4,3.6,317.0
1,2019-09-30 23:00,桃園市,觀音,28.0,2.7,0.09,17.0,30.0,8,0.6,1.2,0.6,6.6,22.0
2,2019-09-30 23:00,桃園市,桃園(觀音工業區),34.0,0.2,0.04,15.0,45.0,10,1.5,2.1,0.6,2.9,4.4
3,2019-09-30 23:00,桃園市,桃園,15.0,2.2,0.11,16.0,10.0,5,2.3,3.4,1.1,5.0,323.0
4,2019-09-30 23:00,桃園市,中壢,13.0,1.2,0.13,14.0,11.0,4,3.0,5.8,2.8,2.2,7.4
5,2019-09-30 23:00,桃園市,大園,27.0,3.0,0.12,18.0,29.0,10,0.9,1.4,0.5,8.9,346.0
6,2019-09-30 23:00,桃園市,平鎮,18.0,1.7,0.17,15.0,19.0,6,3.2,3.7,0.5,2.5,287.0
7,2019-09-30 22:00,桃園市,桃園,15.0,2.3,0.12,16.0,14.0,ND,2.4,3.5,1.1,4.8,4.4
8,2019-09-30 22:00,桃園市,觀音,28.0,2.8,0.09,5.9,32.0,13,0.5,1.0,0.5,6.7,9.5
9,2019-09-30 22:00,桃園市,中壢,13.0,1.4,0.16,13.0,11.0,4,3.8,6.9,3.1,2.0,21.0
10,2019-09-30 22:00,桃園市,桃園(觀音工業區),33.0,0.3,0.1,15.0,41.0,16,1.2,2.0,0.7,7.3,31.0
11,2019-09-30 22:00,桃園市,龍潭,17.0,1.6,0.13,17.0,7.0,nan,2.0,3.6,1.6,5.9,1.9
12,2019-09-30 22:00,桃園市,平鎮,19.0,1.8,0.17,15.0,17.0,5,2.8,3.8,1.1,3.5,23.0
13,2019-09-30 22:00,桃園市,大園,26.0,3.3,0.11,18.0,28.0,6,0.4,1.1,0.8,8.0,14.0
14,2019-09-30 21:00,桃園市,大園,27.0,3.5,0.1,20.0,31.0,8,-0.1,0.6,0.7,11.0,8.2
15,2019-09-30 21:00,桃園市,桃園,16.0,2.0,0.13,17.0,14.0,ND,2.2,3.2,1.0,5.3,13.0
16,2019-09-30 21:00,桃園市,平鎮,19.0,1.8,0.16,17.0,21.0,5,3.2,4.0,0.8,3.9,30.0
17,2019-09-30 21:00,桃園市,龍潭,18.0,1.5,0.13,19.0,11.0,5,2.2,3.9,1.7,6.8,16.0
18,2019-09-30 21:00,桃園市,觀音,25.0,2.2,0.04,2.0,,nan,,,,7.8,11.0
19,2019-09-30 21:00,桃園市,中壢,12.0,1.4,0.18,15.0,12.0,4,3.8,6.6,2.8,2.4,17.0
20,2019-09-30 21:00,桃園市,桃園(觀音工業區),32.0,0.3,0.08,16.0,32.0,8,0.3,0.6,0.4,9.9,29.0
21,2019-09-30 20:00,桃園市,大園,26.0,3.1,0.1,21.0,30.0,10,0.0,1.1,1.1,14.0,24.0
22,2019-09-30 20:00,桃園市,平鎮,19.0,1.9,0.17,18.0,25.0,8,4.1,5.1,1.0,5.8,24.0
23,2019-09-30 20:00,桃園市,觀音,24.0,3.4,0.1,20.0,,nan,0.8,1.2,0.4,,
24,2019-09-30 20:00,桃園市,龍潭,18.0,1.6,0.17,19.0,10.0,7,4.2,6.0,1.8,6.6,41.0
25,2019-09-30 20:00,桃園市,桃園(觀音工業區),32.0,0.3,0.09,17.0,38.0,6,0.6,1.1,0.5,9.9,29.0
26,2019-09-30 20:00,桃園市,桃園,16.0,2.0,0.15,18.0,8.0,2,2.6,4.0,1.4,6.2,38.0
27,2019-09-30 20:00,桃園市,中壢,12.0,1.4,0.2,14.0,16.0,6,6.1,10.0,4.1,2.4,24.0
28,2019-09-30 19:00,桃園市,平鎮,17.0,2.1,0.2,17.0,18.0,8,6.0,7.2,1.3,5.3,36.0
29,2019-09-30 19:00,桃園市,桃園(觀音工業區),31.0,0.1,0.02,18.0,40.0,8,0.5,0.8,0.3,5.9,51.0
30,2019-09-30 19:00,桃園市,龍潭,17.0,1.7,0.18,20.0,6.0,5,4.2,6.1,2.0,4.1,23.0
31,2019-09-30 19:00,桃園市,桃園,16.0,1.9,0.2,19.0,8.0,2,3.6,5.0,1.5,4.1,31.0
32,2019-09-30 19:00,桃園市,中壢,12.0,1.4,0.26,13.0,10.0,4,8.4,13.0,4.8,2.0,21.0
33,2019-09-30 19:00,桃園市,觀音,23.0,3.8,0.1,18.0,32.0,9,2.4,3.3,0.8,8.0,5.8
34,2019-09-30 19:00,桃園市,大園,25.0,3.2,,22.0,29.0,9,1.4,3.8,2.4,11.0,26.0
35,2019-09-30 18:00,桃園市,中壢,11.0,1.5,0.36,9.2,8.0,3,10.0,16.0,6.2,1.9,23.0
36,2019-09-30 18:00,桃園市,桃園(觀音工業區),30.0,0.1,0.02,17.0,45.0,6,0.6,0.9,0.3,7.9,49.0
37,2019-09-30 18:00,桃園市,大園,24.0,2.4,0.12,21.0,31.0,10,0.8,3.1,2.3,14.0,30.0
38,2019-09-30 18:00,桃園市,桃園,15.0,2.1,0.29,14.0,5.0,4,4.8,6.6,1.8,3.1,48.0
39,2019-09-30 18:00,桃園市,平鎮,14.0,2.2,0.22,12.0,13.0,6,8.3,10.0,2.2,4.6,37.0
40,2019-09-30 18:00,桃園市,觀音,21.0,3.6,0.11,19.0,33.0,9,0.8,1.5,0.6,12.0,6.9
41,2019-09-30 18:00,桃園市,龍潭,17.0,1.7,0.19,19.0,3.0,6,4.2,6.2,2.1,7.6,66.0
42,2019-09-30 17:00,桃園市,大園,23.0,0.7,0.12,17.0,15.0,7,3.6,6.0,2.4,10.0,28.0
43,2019-09-30 17:00,桃園市,桃園,15.0,2.2,0.31,16.0,7.0,5,3.6,5.4,1.8,2.2,38.0
44,2019-09-30 17:00,桃園市,中壢,12.0,1.3,0.27,12.0,10.0,3,7.4,13.0,5.1,2.3,29.0
45,2019-09-30 17:00,桃園市,觀音,19.0,3.2,0.09,18.0,25.0,7,0.7,1.2,0.5,11.0,7.4
46,2019-09-30 17:00,桃園市,桃園(觀音工業區),28.0,0.1,0.04,16.0,34.0,7,0.3,1.0,0.7,7.4,46.0
47,2019-09-30 17:00,桃園市,平鎮,14.0,2.0,0.2,13.0,13.0,5,6.6,8.4,1.8,3.6,48.0
48,2019-09-30 17:00,桃園市,龍潭,16.0,1.7,0.18,18.0,5.0,5,4.6,6.7,2.1,5.8,51.0
49,2019-09-30 16:00,桃園市,中壢,11.0,1.6,0.26,10.0,10.0,5,7.9,14.0,5.9,2.3,22.0
50,2019-09-30 16:00,桃園市,桃園,14.0,2.1,0.21,15.0,11.0,5,3.5,6.2,2.7,3.5,51.0
51,2019-09-30 16:00,桃園市,大園,24.0,0.8,0.12,18.0,21.0,9,3.4,6.6,3.2,7.9,65.0
52,2019-09-30 16:00,桃園市,平鎮,14.0,2.0,0.17,15.0,19.0,3,5.2,7.1,1.9,5.2,35.0
53,2019-09-30 16:00,桃園市,桃園(觀音工業區),27.0,0.2,0.03,17.0,32.0,7,0.9,1.5,0.6,6.6,37.0
54,2019-09-30 16:00,桃園市,龍潭,16.0,1.8,0.18,16.0,7.0,5,5.5,8.0,2.5,4.9,48.0
55,2019-09-30 16:00,桃園市,觀音,19.0,3.4,0.1,19.0,24.0,7,1.0,1.8,0.9,8.4,10.0
56,2019-09-30 15:00,桃園市,龍潭,16.0,1.7,0.18,19.0,8.0,ND,4.4,7.4,3.0,6.6,57.0
57,2019-09-30 15:00,桃園市,平鎮,14.0,2.2,0.19,15.0,11.0,2,7.4,9.8,2.4,4.6,40.0
58,2019-09-30 15:00,桃園市,桃園(觀音工業區),25.0,0.1,0.01,18.0,34.0,8,1.2,1.9,0.7,6.8,49.0
59,2019-09-30 15:00,桃園市,桃園,14.0,2.3,0.22,18.0,15.0,6,3.6,5.8,2.2,4.0,49.0
60,2019-09-30 15:00,桃園市,大園,22.0,0.8,0.11,20.0,20.0,6,2.6,5.7,3.1,10.0,34.0
