SiteName,County,AQI,SO2,CO,O3,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate
桃園,桃園市,23,9.6,0.43,17.2,13,7,16.5,18.1,1.7,,347,2021/06/01 00:00:00
桃園,桃園市,23,5.3,0.39,16.6,16,8,14.7,16.2,1.5,0.7,194,2021/06/01 01:00:00
桃園,桃園市,23,4.4,0.48,7.5,14,6,23.8,24.3,0.3,0.7,180,2021/06/01 02:00:00
桃園,桃園市,25,4.5,0.44,6,18,13,23,24,1,0.5,224,2021/06/01 03:00:00
桃園,桃園市,27,3.9,0.37,6.5,15,10,,,,0.5,112,2021/06/01 04:00:00
桃園,桃園市,28,3.4,0.55,2.8,26,9,21.1,27.9,6.8,0.6,112,2021/06/01 05:00:00
桃園,桃園市,35,5.8,0.56,1,30,20,23,34.6,11.7,0.5,212,2021/06/01 06:00:00
桃園,桃園市,39,5.9,0.73,2,28,18,21.8,41.1,19.3,0.7,95,2021/06/01 07:00:00
桃園,桃園市,44,10.3,0.7,6.9,34,20,20,36,16,0.7,100,2021/06/01 08:00:00
桃園,桃園市,48,8.3,0.65,21.6,31,15,20.5,29.5,9,0.8,202,2021/06/01 09:00:00
桃園,桃園市,44,2.9,0.28,44.4,5,8,8.3,9.7,1.4,0.9,207,2021/06/01 10:00:00
桃園,桃園市,43,2.4,0.21,54.1,22,,8.6,9.9,1.3,1.7,301,2021/06/01 11:00:00
桃園,桃園市,40,3.8,0.3,62.9,,12,14.5,16,1.5,1.2,293,2021/06/01 12:00:00
桃園,桃園市,41,3.5,0.25,77.4,23,16,11,11.4,0.3,2,350,2021/06/01 13:00:00
桃園,桃園市,43,4.1,0.22,72.8,20,10,9.9,10.8,0.9,2.5,9,2021/06/01 14:00:00
桃園,桃園市,48,4.2,0.22,72.3,25,16,10.6,11.7,1,2.8,10,2021/06/01 15:00:00
桃園,桃園市,67,3.8,0.2,72.6,22,15,9.2,9.9,0.7,1.8,304,2021/06/01 16:00:00
桃園,桃園市,84,3.6,0.33,63.1,27,17,15.6,16,0.3,1.4,205,2021/06/01 17:00:00
桃園,桃園市,87,3.6,0.47,48.9,24,15,19.5,20.4,0.9,0.9,199,2021/06/01 18:00:00
桃園,桃園市,80,2.9,0.46,42.6,22,13,19.1,19.3,0.3,1.3,63,2021/06/01 19:00:00
桃園,桃園市,67,2.6,0.43,32.7,15,10,16.6,17.3,0.6,0.9,171,2021/06/01 20:00:00
桃園,桃園市,50,3.1,0.43,24.1,19,9,20,20.2,0.3,0.7,13,2021/06/01 21:00:00
桃園,桃園市,43,8.3,0.52,14.6,21,14,20.9,21.8,0.9,1,73,2021/06/01 22:00:00
桃園,桃園市,39,9.1,0.55,10.3,22,11,21.3,22,0.7,1.2,62,2021/06/01 23:00:00
桃園,桃園市,42,6.3,0.52,8.8,13,15,21.3,22.2,0.9,1.1,72,2021/06/02 00:00:00
桃園,桃園市,41,11.8,0.52,8.7,14,10,21.3,22.1,0.7,0.8,161,2021/06/02 01:00:00
桃園,桃園市,39,6.3,0.5,5.7,23,9,24.6,26.7,2.1,0.8,203,2021/06/02 02:00:00
桃園,桃園市,36,3.3,0.35,8.2,21,7,17.6,18.9,1.2,0.7,164,2021/06/02 03:00:00
桃園,桃園市,33,4.5,0.37,3.4,30,10,23.4,26.2,2.8,0.8,185,2021/06/02 04:00:00
桃園,桃園市,33,5.6,0.35,2,28,11,21.5,25.3,3.8,0.6,186,2021/06/02 05:00:00
桃園,桃園市,32,5.1,0.38,2.1,27,9,20.3,30,9.7,0.7,205,2021/06/02 06:00:00
桃園,桃園市,38,6.1,0.49,9,40,19,23.5,35.4,11.9,0.8,150,2021/06/02 07:00:00
桃園,桃園市,40,4.5,0.52,15.4,32,13,18.6,28,9.4,1.1,133,2021/06/02 08:00:00
桃園,桃園市,38,2.5,0.38,23.1,21,8,12.9,18.7,5.8,1,189,2021/06/02 09:00:00
桃園,桃園市,36,2.4,0.22,33.3,18,6,10,12.6,2.6,1.5,269,2021/06/02 10:00:00
桃園,桃園市,30,2.1,0.2,46.2,20,5,9.2,10.8,1.5,2.5,311,2021/06/02 11:00:00
桃園,桃園市,27,2.4,0.21,60.1,24,9,8,9.2,1.1,2.7,284,2021/06/02 12:00:00
桃園,桃園市,28,2.3,0.15,54.4,21,8,5.6,6.5,0.9,3.2,296,2021/06/02 13:00:00
桃園,桃園市,33,2.2,0.12,43.8,12,5,4.7,6,1.3,2.9,291,2021/06/02 14:00:00
桃園,桃園市,38,2.4,0.13,48.3,15,7,5.1,6.2,1.1,2.6,320,2021/06/02 15:00:00
桃園,桃園市,42,2.1,0.12,53.7,15,9,5.6,6.5,0.9,2.1,314,2021/06/02 16:00:00
桃園,桃園市,46,2.5,0.19,57,28,13,6.4,7.3,0.9,1.2,182,2021/06/02 17:00:00
桃園,桃園市,45,3.4,0.45,28.1,24,13,21.8,22.7,0.9,1.1,207,2021/06/02 18:00:00
桃園,桃園市,44,1.8,0.33,37.7,10,7,12.4,13.3,0.9,0.9,202,2021/06/02 19:00:00
桃園,桃園市,41,1.9,0.36,32.1,19,5,14,14.6,0.7,0.8,172,2021/06/02 20:00:00
桃園,桃園市,38,2.5,0.53,23.7,15,9,19.3,20.1,0.8,0.7,164,2021/06/02 21:00:00
桃園,桃園市,33,4.5,0.59,10.9,33,14,28.1,29.2,1.1,0.8,70,2021/06/02 22:00:00
桃園,桃園市,32,5.5,0.42,11.2,40,14,25.7,26.9,1.2,0.5,178,2021/06/02 23:00:00
桃園,桃園市,37,5.6,0.35,9.3,32,14,23.4,24.3,0.9,0.5,157,2021/06/03 00:00:00
桃園,桃園市,38,4.4,0.34,6.4,33,12,23.1,24.3,1.2,0.8,168,2021/06/03 01:00:00
桃園,桃園市,38,6.5,0.26,7.2,33,11,18.4,19.7,1.3,0.6,158,2021/06/03 02:00:00
桃園,桃園市,39,6.7,0.28,3.7,31,14,19.7,22.1,2.4,0.6,167,2021/06/03 03:00:00
桃園,桃園市,40,4.7,0.27,5.3,32,15,17.3,19.3,2,0.6,327,2021/06/03 04:00:00
桃園,桃園市,44,21.7,0.4,2.6,47,20,21,24.4,3.4,0.7,188,2021/06/03 05:00:00
桃園,桃園市,44,8.5,0.42,2,32,11,17.8,25.9,8.1,0.8,192,2021/06/03 06:00:00
桃園,桃園市,47,11.7,0.55,3.3,,17,18.6,35.4,16.8,0.7,187,2021/06/03 07:00:00
桃園,桃園市,45,4,0.46,12.6,32,9,15.6,24.9,9.2,0.8,238,2021/06/03 08:00:00
桃園,桃園市,39,3.1,0.32,21,22,7,9,12.4,3.4,1.3,214,2021/06/03 09:00:00
桃園,桃園市,36,3.6,0.26,27.2,13,6,8.9,12.1,3.3,1.2,247,2021/06/03 10:00:00
桃園,桃園市,33,3.8,0.25,45.3,19,11,9.3,11.4,2.1,1.4,214,2021/06/03 11:00:00
桃園,桃園市,34,3.6,0.24,61.5,20,11,7.2,8.7,1.5,,248,2021/06/03 12:00:00
桃園,桃園市,34,3.3,0.23,71.8,24,9,5.9,6.9,1,1.4,223,2021/06/03 13:00:00
桃園,桃園市,37,3.4,0.23,79.1,29,12,6.7,7.6,0.9,2.8,319,2021/06/03 14:00:00
桃園,桃園市,45,3.5,0.19,72.8,38,15,7.6,8.6,1.1,2.1,262,2021/06/03 15:00:00
桃園,桃園市,50,3.5,0.21,57,31,,8.2,10,1.8,2.4,276,2021/06/03 16:00:00
桃園,桃園市,58,3.1,0.17,38.3,22,9,7.9,9.8,1.9,2.1,260,2021/06/03 17:00:00
桃園,桃園市,54,2.5,0.21,20.5,14,,9.5,11.9,2.4,1.5,283,2021/06/03 18:00:00
桃園,桃園市,48,3,0.24,15.8,15,,11.3,13,1.7,1.4,276,2021/06/03 19:00:00
桃園,桃園市,43,2.7,0.21,16.3,15,,8.3,9.6,1.4,1.1,263,2021/06/03 20:00:00
桃園,桃園市,36,2.8,0.19,14.5,12,,8.5,9.6,1.1,0.8,213,2021/06/03 21:00:00
桃園,桃園市,29,3.7,0.27,12.6,14,,9.9,11.1,1.2,1.1,213,2021/06/03 22:00:00
桃園,桃園市,21,4.1,0.26,10.5,12,,11,12.3,1.3,1.3,269,2021/06/03 23:00:00
桃園,桃園市,16,3.9,0.21,9.4,17,,10.5,11.7,1.2,0.9,236,2021/06/04 00:00:00
桃園,桃園市,16,2.2,0.16,9.5,15,,9.6,10.8,1.2,1,216,2021/06/04 01:00:00
桃園,桃園市,16,2.2,0.14,8.9,19,,8.4,9.8,1.4,0.8,223,2021/06/04 02:00:00
桃園,桃園市,15,2.1,0.16,7.9,14,,8.3,9.9,1.6,0.8,206,2021/06/04 03:00:00
桃園,桃園市,15,2.3,0.18,6.3,17,,9.2,10.6,1.4,0.7,213,2021/06/04 04:00:00
桃園,桃園市,16,3.2,0.2,5.7,23,,10.8,14.3,3.5,1,186,2021/06/04 05:00:00
桃園,桃園市,18,4.8,0.31,2,30,,12.7,22.5,9.9,0.7,68,2021/06/04 06:00:00
桃園,桃園市,19,4.3,0.35,7.5,25,,10.7,18.1,7.3,0.8,349,2021/06/04 07:00:00
桃園,桃園市,19,3.4,0.32,19.1,20,,7.8,12.1,4.3,0.9,205,2021/06/04 08:00:00
桃園,桃園市,19,2.8,0.26,27.4,19,,7,10.3,3.4,1.1,205,2021/06/04 09:00:00
桃園,桃園市,19,2.4,0.27,31.7,26,,9.8,13.5,3.7,2,316,2021/06/04 10:00:00
桃園,桃園市,22,2.9,0.23,32.8,36,,10.1,13.3,3.3,2.7,,2021/06/04 11:00:00
桃園,桃園市,24,3.1,0.22,37.7,33,,8.4,11.3,2.9,2.8,300,2021/06/04 12:00:00
桃園,桃園市,25,2,0.16,38.1,28,,5.3,7.3,2,2.3,270,2021/06/04 13:00:00
桃園,桃園市,26,1.7,0.13,24.5,26,,8.1,11,2.9,3.1,335,2021/06/04 14:00:00
桃園,桃園市,27,2.4,0.16,24.5,31,,9.7,12.2,2.5,1.7,48,2021/06/04 15:00:00
桃園,桃園市,29,1.9,0.24,29.3,5,,10,12.2,2.2,2.3,86,2021/06/04 16:00:00
桃園,桃園市,29,2.5,0.25,26.6,5,,10.6,13.1,2.5,1.4,215,2021/06/04 17:00:00
桃園,桃園市,27,3.1,0.38,18,11,,17.7,21.6,3.9,1.4,78,2021/06/04 18:00:00
桃園,桃園市,25,3.9,0.46,18.3,11,,13.4,16,2.5,1.4,65,2021/06/04 19:00:00
桃園,桃園市,22,8.3,0.44,14.2,13,,15.6,17.8,2.2,0.8,192,2021/06/04 20:00:00
桃園,桃園市,19,5,0.44,11.9,13,,16.2,18.7,2.5,1,117,2021/06/04 21:00:00
桃園,桃園市,19,6.5,0.36,15.9,15,,11.8,13.6,1.8,1.6,60,2021/06/04 22:00:00
桃園,桃園市,18,7,0.29,17.3,11,,10.4,12.5,2.2,1,25,2021/06/04 23:00:00
桃園,桃園市,16,9.5,0.28,17.5,11,,9.9,11.9,2,1.2,29,2021/06/05 00:00:00
桃園,桃園市,16,4.9,0.24,19,5,,8.5,10.5,2,0.9,87,2021/06/05 01:00:00
桃園,桃園市,15,2.4,0.19,11.5,17,,14,14.4,0.3,0.6,203,2021/06/05 02:00:00
桃園,桃園市,14,2.1,0.18,12,15,,12.2,12.5,0.3,0.7,149,2021/06/05 03:00:00
桃園,桃園市,13,1.6,0.18,10.7,10,,11,11.4,0.3,0.6,191,2021/06/05 04:00:00
桃園,桃園市,13,1.9,0.16,6.5,18,,10.7,11.3,0.6,1.6,324,2021/06/05 05:00:00
桃園,桃園市,14,2.8,0.15,24.2,10,,10.3,10.8,0.3,1.1,249,2021/06/05 06:00:00
桃園,桃園市,15,3,0.18,27.7,5,,11.6,13,1.4,1.7,16,2021/06/05 07:00:00
桃園,桃園市,17,2.1,0.18,33.4,10,,9.1,10,1,1.6,351,2021/06/05 08:00:00
桃園,桃園市,19,2.4,0.21,37.1,11,,8.4,9.2,0.8,0.8,59,2021/06/05 09:00:00
桃園,桃園市,22,2.5,0.22,38.7,11,,11.4,12.5,1.1,0.9,351,2021/06/05 10:00:00
桃園,桃園市,25,3.3,0.27,38.9,12,,14.6,16,1.4,1.7,14,2021/06/05 11:00:00
桃園,桃園市,29,4.4,0.25,41.6,14,,,,,1.3,12,2021/06/05 12:00:00
桃園,桃園市,32,4.3,0.26,42.1,17,,11.8,12.7,0.9,1.4,48,2021/06/05 13:00:00
桃園,桃園市,35,3.7,0.24,43.3,16,,10.3,11.6,1.3,1.3,350,2021/06/05 14:00:00
桃園,桃園市,37,3.2,0.21,43.9,17,,9.4,9.7,0.3,1.9,308,2021/06/05 15:00:00
桃園,桃園市,38,2.7,0.2,40,23,,11.3,11.5,0.3,1.7,308,2021/06/05 16:00:00
桃園,桃園市,38,3,0.22,42.1,20,,12,12.3,0.3,2,15,2021/06/05 17:00:00
桃園,桃園市,39,2.5,0.28,45.5,10,,10.4,10.6,0.3,0.6,289,2021/06/05 18:00:00
桃園,桃園市,40,2.4,0.29,46.7,11,,9.8,9.7,0,2.1,62,2021/06/05 19:00:00
桃園,桃園市,42,3,0.2,58.3,5,,5.6,6,0.3,2,65,2021/06/05 20:00:00
桃園,桃園市,44,3.7,0.18,58.4,5,,5.1,5.4,0.3,2.5,93,2021/06/05 21:00:00
桃園,桃園市,45,2.9,0.15,57,5,,5.1,5.1,0.3,2.4,68,2021/06/05 22:00:00
桃園,桃園市,47,2.3,0.14,56.5,5,,5.1,5.5,0.3,2.5,83,2021/06/05 23:00:00
桃園,桃園市,48,4.4,0.14,53.6,5,,5.5,5.8,0.3,1.8,95,2021/06/06 00:00:00
桃園,桃園市,49,3.3,0.13,51.8,5,,5.2,5.6,0.3,1.5,76,2021/06/06 01:00:00
桃園,桃園市,50,2.3,0.13,51.7,10,,4.6,5.3,0.7,1.8,82,2021/06/06 02:00:00
桃園,桃園市,51,1.6,0.13,53.2,5,,3.4,4.1,0.7,1.2,71,2021/06/06 03:00:00
桃園,桃園市,50,2.3,0.13,51.6,13,,3.9,4.5,0.7,1.4,87,2021/06/06 04:00:00
桃園,桃園市,49,5.7,0.15,48.5,11,,4.7,5.7,0.9,1.9,78,2021/06/06 05:00:00
桃園,桃園市,48,3.2,0.16,46.4,5,,4.5,5.2,0.8,1.1,90,2021/06/06 06:00:00
桃園,桃園市,46,2.1,0.2,45.1,5,,4.9,5.6,0.7,1.4,77,2021/06/06 07:00:00
桃園,桃園市,45,2.5,0.28,41.9,5,,7.8,8.5,0.7,1.2,45,2021/06/06 08:00:00
桃園,桃園市,44,2.1,,39.8,5,,9,9.5,0.6,1.8,36,2021/06/06 09:00:00
桃園,桃園市,42,1.8,0.37,34.1,5,,11.2,12.3,1.1,,17,2021/06/06 10:00:00
桃園,桃園市,40,1.5,0.35,33.2,5,,11.2,12.3,1.2,1.1,9,2021/06/06 11:00:00
桃園,桃園市,38,1.7,0.35,38.6,5,,9.5,11.2,1.7,1.3,46,2021/06/06 12:00:00
桃園,桃園市,37,3.3,0.42,42.2,5,,11,12.4,1.4,1.1,49,2021/06/06 13:00:00
桃園,桃園市,38,3.8,0.35,49.1,5,,8.4,9.8,1.5,1.5,51,2021/06/06 14:00:00
桃園,桃園市,38,5.7,0.29,52.2,5,,8,9,1,1.7,62,2021/06/06 15:00:00
桃園,桃園市,39,3.6,0.3,50.4,5,,9.3,10.2,0.9,1.7,82,2021/06/06 16:00:00
桃園,桃園市,41,4,0.32,52.5,11,,10,10.7,0.7,1.5,47,2021/06/06 17:00:00
桃園,桃園市,43,1.9,0.35,50.6,5,,11.2,12.1,0.8,1.4,31,2021/06/06 18:00:00
桃園,桃園市,44,3.1,0.35,49.3,5,,11.7,12.6,0.9,1,50,2021/06/06 19:00:00
桃園,桃園市,45,3.4,0.33,47.9,10,,10,10.7,0.7,1.2,30,2021/06/06 20:00:00
桃園,桃園市,46,3,0.32,44.8,5,,9.2,9.6,0.3,1.3,77,2021/06/06 21:00:00
桃園,桃園市,45,2.5,0.27,45.9,5,,7.2,7.9,0.7,1.1,79,2021/06/06 22:00:00
桃園,桃園市,44,3.8,0.27,44.5,5,,7.2,7.5,0.3,1.3,56,2021/06/06 23:00:00
桃園,桃園市,44,1.5,0.26,42.6,5,,6.6,7.4,0.8,1.2,58,2021/06/07 00:00:00
桃園,桃園市,43,1.4,0.23,42.5,5,,6.4,6.7,0.3,1.1,74,2021/06/07 01:00:00
桃園,桃園市,42,1.4,0.17,,5,,5.7,,0.7,,,2021/06/07 02:00:00
桃園,桃園市,41,3.3,0.18,41,5,,6.5,7.4,0.9,0.9,68,2021/06/07 03:00:00
桃園,桃園市,40,2.3,0.18,38.7,10,,6.9,7.4,0.3,1.2,97,2021/06/07 04:00:00
桃園,桃園市,39,1.9,0.18,38.2,5,,6.5,7.2,0.7,1.2,77,2021/06/07 05:00:00
桃園,桃園市,38,2.8,0.24,34.2,5,,7.7,8.7,1,1.2,65,2021/06/07 06:00:00
桃園,桃園市,36,5.7,0.35,30.8,12,,11.1,13.4,2.3,1.1,57,2021/06/07 07:00:00
桃園,桃園市,35,3.5,0.45,33.5,10,,11.6,14.8,3.2,1.1,83,2021/06/07 08:00:00
桃園,桃園市,34,2.5,0.53,39.3,15,,12.8,16.4,3.6,1.7,70,2021/06/07 09:00:00
桃園,桃園市,36,2.7,0.4,53.6,,,12.4,15.1,2.7,1.8,69,2021/06/07 10:00:00
桃園,桃園市,35,,,,13,,,,,1.7,69,2021/06/07 11:00:00
桃園,桃園市,35,3.3,0.35,,14,10,14.4,16.7,2.3,2.3,313,2021/06/07 12:00:00
桃園,桃園市,39,3,0.27,63.3,14,6,11.9,13.7,1.9,2.5,344,2021/06/07 13:00:00
桃園,桃園市,44,4,0.23,64.1,16,8,10.1,11.4,1.3,2.1,343,2021/06/07 14:00:00
桃園,桃園市,48,5.1,0.3,55.3,15,9,,,,2.1,81,2021/06/07 15:00:00
桃園,桃園市,49,3.2,0.32,41,17,8,13.1,13.3,0.3,1,27,2021/06/07 16:00:00
桃園,桃園市,48,2.3,0.36,37.4,12,7,16,16.5,0.5,0.9,204,2021/06/07 17:00:00
桃園,桃園市,46,2.6,0.38,39.7,12,12,15.3,15.5,0.3,1.5,269,2021/06/07 18:00:00
桃園,桃園市,44,2.8,0.47,33.1,12,9,20.1,20.1,0,0.8,87,2021/06/07 19:00:00
桃園,桃園市,42,3.1,0.54,24.6,14,10,23.4,23.5,0.3,0.9,59,2021/06/07 20:00:00
桃園,桃園市,37,12,0.53,24.8,32,19,20.3,20.4,0.3,1.2,85,2021/06/07 21:00:00
桃園,桃園市,40,12.1,0.59,17.5,24,19,21.7,22,0.3,1.1,62,2021/06/07 22:00:00
桃園,桃園市,40,4.3,0.52,14.5,21,9,18.1,18.3,0.3,0.7,115,2021/06/07 23:00:00
桃園,桃園市,41,5.6,0.53,11.7,21,11,20.2,20.5,0.3,0.7,191,2021/06/08 00:00:00
桃園,桃園市,39,1.9,0.54,7.3,20,12,19.9,20.1,0.3,0.6,185,2021/06/08 01:00:00
桃園,桃園市,37,2.4,0.48,6.5,23,13,21.5,24.2,2.7,0.6,75,2021/06/08 02:00:00
桃園,桃園市,41,4.3,0.43,3.2,29,16,20.9,21.7,0.8,0.5,180,2021/06/08 03:00:00
桃園,桃園市,41,3,0.29,1.9,29,10,18.4,19.1,0.8,0.6,181,2021/06/08 04:00:00
桃園,桃園市,44,9.4,0.37,0.5,35,18,19.8,25,5.2,0.7,66,2021/06/08 05:00:00
桃園,桃園市,45,7.8,0.37,4.1,28,13,15.5,19,3.5,0.5,351,2021/06/08 06:00:00
桃園,桃園市,41,5.1,0.48,8,24,8,14.9,23.1,8.1,0.9,40,2021/06/08 07:00:00
桃園,桃園市,38,3.6,0.43,16.2,28,4,12,16.7,4.8,2.2,81,2021/06/08 08:00:00
桃園,桃園市,31,4.8,0.46,28.1,20,5,12.8,17,4.2,,76,2021/06/08 09:00:00
桃園,桃園市,27,3.4,0.31,46.1,11,7,10.4,12.7,2.3,1.7,45,2021/06/08 10:00:00
桃園,桃園市,26,2.1,0.27,53.6,10,6,8.3,9.6,1.3,1.6,16,2021/06/08 11:00:00
桃園,桃園市,29,3.8,0.24,59.1,19,11,10.7,11.7,1.1,2.2,317,2021/06/08 12:00:00
桃園,桃園市,32,4.7,0.21,64.6,19,11,11.5,12.9,1.4,1.8,351,2021/06/08 13:00:00
桃園,桃園市,39,3.6,0.15,56.3,15,7,7.1,8.2,1.1,2.6,339,2021/06/08 14:00:00
桃園,桃園市,43,3.7,0.12,46.1,16,6,6.9,8.2,1.3,2.8,325,2021/06/08 15:00:00
桃園,桃園市,45,4,0.15,35.2,21,7,8.5,10.4,1.9,2.9,328,2021/06/08 16:00:00
桃園,桃園市,45,7,0.21,33,27,15,12.3,14.9,2.5,2.2,271,2021/06/08 17:00:00
桃園,桃園市,44,5.2,0.17,35.1,22,13,10.6,11.5,0.9,2,297,2021/06/08 18:00:00
桃園,桃園市,42,3.2,0.16,32.8,17,15,10,10,0,2,324,2021/06/08 19:00:00
桃園,桃園市,38,2.4,0.13,27.6,21,9,10.5,10.3,0,1.1,303,2021/06/08 20:00:00
桃園,桃園市,33,2,0.18,24.7,22,6,11.5,11.6,0.3,0.6,201,2021/06/08 21:00:00
桃園,桃園市,31,2.7,0.26,25.9,20,9,13.4,13.6,0.3,0.7,219,2021/06/08 22:00:00
桃園,桃園市,30,2.5,0.26,21.4,19,10,14.6,15.1,0.3,0.5,230,2021/06/08 23:00:00
桃園,桃園市,30,4.1,0.25,13.6,31,10,18.5,18.9,0.3,0.5,283,2021/06/09 00:00:00
桃園,桃園市,31,6,0.28,5.9,37,9,19.8,21,1.2,0.8,203,2021/06/09 01:00:00
桃園,桃園市,32,2,0.24,8.3,26,10,10,11.5,1.5,0.7,224,2021/06/09 02:00:00
桃園,桃園市,32,3,0.19,8.7,25,9,9.1,10.7,1.6,0.7,205,2021/06/09 03:00:00
桃園,桃園市,31,3,0.16,9.1,21,7,7.6,9.2,1.6,0.5,245,2021/06/09 04:00:00
桃園,桃園市,31,2.8,0.33,5,31,10,12.2,18.5,6.3,0.6,95,2021/06/09 05:00:00
桃園,桃園市,36,6.9,0.42,1.9,48,21,18.4,32.4,14.1,0.6,108,2021/06/09 06:00:00
桃園,桃園市,40,10.5,0.49,3.2,42,18,21.4,35.4,14,0.6,116,2021/06/09 07:00:00
桃園,桃園市,48,12.2,0.59,12.1,35,22,19,31.9,12.9,1.1,63,2021/06/09 08:00:00
桃園,桃園市,52,7.7,0.49,27.5,33,17,15.1,21.5,6.5,1.9,41,2021/06/09 09:00:00
桃園,桃園市,48,6.1,0.32,43.4,21,10,11,14.6,3.6,1.8,312,2021/06/09 10:00:00
桃園,桃園市,51,6.3,0.36,44.9,34,21,18.6,23.2,4.6,2.6,352,2021/06/09 11:00:00
桃園,桃園市,50,4.8,0.31,61.4,29,18,12.5,15,2.5,3.2,24,2021/06/09 12:00:00
桃園,桃園市,48,3.4,0.29,62.8,24,11,10.3,12.2,2,2.4,50,2021/06/09 13:00:00
桃園,桃園市,52,3.4,0.26,60.9,31,18,9.9,12.8,2.9,3.2,358,2021/06/09 14:00:00
桃園,桃園市,52,3.3,0.25,68.5,31,18,8.3,10.1,1.8,2.4,15,2021/06/09 15:00:00
桃園,桃園市,53,3.4,0.29,49.7,29,18,11.9,14,2.1,1.4,29,2021/06/09 16:00:00
桃園,桃園市,53,3.4,0.25,24.4,17,10,10.6,12.9,2.4,1,214,2021/06/09 17:00:00
桃園,桃園市,51,2.7,0.38,26.6,20,14,14.8,17,2.2,0.7,199,2021/06/09 18:00:00
桃園,桃園市,47,3.5,0.44,14.9,15,12,18.1,20.2,2.1,0.8,88,2021/06/09 19:00:00
桃園,桃園市,43,6.6,0.5,12.4,20,11,15.7,18,2.3,1.7,42,2021/06/09 20:00:00
桃園,桃園市,42,13,0.41,9.1,14,10,14.3,17.2,2.9,1.5,78,2021/06/09 21:00:00
桃園,桃園市,40,3.9,0.34,6.4,19,8,14.8,16.9,2.1,0.8,192,2021/06/09 22:00:00
桃園,桃園市,34,2.5,0.24,8.8,,4,9.4,11.2,1.8,0.7,201,2021/06/09 23:00:00
桃園,桃園市,29,2.6,0.26,8.5,19,3,9.5,10.9,1.5,0.7,190,2021/06/10 00:00:00
桃園,桃園市,30,2.8,0.22,7.1,21,13,10,11.9,1.9,0.8,192,2021/06/10 01:00:00
桃園,桃園市,29,2.7,0.16,10.5,18,8,8.5,9.5,1,0.6,193,2021/06/10 02:00:00
桃園,桃園市,29,3.8,0.18,9.4,23,7,9.5,10.4,1,0.8,181,2021/06/10 03:00:00
桃園,桃園市,29,4.2,0.17,6.4,21,8,10.4,11.5,1,0.6,188,2021/06/10 04:00:00
桃園,桃園市,26,4,0.19,3.6,26,7,11.1,13.5,2.3,0.7,184,2021/06/10 05:00:00
桃園,桃園市,26,3.7,0.23,6.3,23,8,9.6,12.2,2.7,1,197,2021/06/10 06:00:00
桃園,桃園市,27,3.8,0.32,7.2,33,10,11.3,18,6.7,0.6,205,2021/06/10 07:00:00
桃園,桃園市,27,3.3,0.43,16.5,33,10,11.7,16.9,5.2,1.1,173,2021/06/10 08:00:00
桃園,桃園市,29,3.2,0.38,27.7,26,10,8.9,11.6,2.7,0.7,165,2021/06/10 09:00:00
桃園,桃園市,29,,0.33,,,,,,,,,2021/06/10 10:00:00
桃園,桃園市,33,3.1,0.23,53.9,24,15,10.2,11.5,1.4,1.7,332,2021/06/10 11:00:00
桃園,桃園市,34,3.2,0.19,56.7,21,11,8.2,9.7,1.5,2.5,290,2021/06/10 12:00:00
桃園,桃園市,33,3.8,0.17,38.2,18,8,8.1,10.5,2.3,3.2,2,2021/06/10 13:00:00
桃園,桃園市,31,2.6,0.12,28.1,12,3,4.2,6.6,2.4,2.8,324,2021/06/10 14:00:00
桃園,桃園市,33,4.6,0.16,28.7,12,3,7.7,11.7,4,2.9,16,2021/06/10 15:00:00
桃園,桃園市,34,4.6,0.14,25.5,5,7,6.7,10.3,3.6,2.3,21,2021/06/10 16:00:00
桃園,桃園市,34,3.6,0.18,30.6,10,6,8.8,10.8,2,1.9,1,2021/06/10 17:00:00
桃園,桃園市,34,3.2,0.39,36.7,15,7,12.7,14.8,2.1,2.2,25,2021/06/10 18:00:00
桃園,桃園市,32,3.4,0.43,33.7,20,13,14,14.9,1,1.7,44,2021/06/10 19:00:00
桃園,桃園市,29,7.7,0.39,22.8,13,11,12.4,13.5,1.2,1.5,59,2021/06/10 20:00:00
桃園,桃園市,30,4.8,0.33,21.6,16,9,9.8,10.8,1,1,75,2021/06/10 21:00:00
桃園,桃園市,30,4.2,0.36,15,20,7,16.4,17.4,1,0.7,113,2021/06/10 22:00:00
桃園,桃園市,27,2.9,0.21,20.5,17,8,8.9,10.2,1.3,1.4,187,2021/06/10 23:00:00
桃園,桃園市,27,4,0.18,18.9,21,12,8.5,9.8,1.3,0.9,189,2021/06/11 00:00:00
桃園,桃園市,28,7.3,0.18,19.1,16,10,8.1,9.2,1.2,0.7,165,2021/06/11 01:00:00
桃園,桃園市,29,8.6,0.17,15.7,15,7,13.2,13.5,0.3,0.8,215,2021/06/11 02:00:00
桃園,桃園市,28,5.6,0.11,15.9,15,6,6.1,6.8,0.7,0.8,216,2021/06/11 03:00:00
桃園,桃園市,26,4.7,0.13,10.1,15,6,10.3,11.1,0.9,0.7,179,2021/06/11 04:00:00
桃園,桃園市,26,5.2,0.17,7.9,21,10,13.5,14.6,1.2,0.6,180,2021/06/11 05:00:00
桃園,桃園市,27,7.4,0.24,4.6,25,9,15.3,20,4.7,0.9,189,2021/06/11 06:00:00
桃園,桃園市,27,5.6,0.27,8.9,24,7,12.9,20.2,7.3,0.9,127,2021/06/11 07:00:00
