SiteName,County,AQI,SO2,CO,O3,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Temp,Humidity
平鎮,桃園市,22.0,2.4,0.5,16.2,10.0,4.0,15.9,16.8,0.9,0.5,358.0,2021/06/01 00:00:00,22.3,99
平鎮,桃園市,28.0,2.2,0.61,1.2,18.0,7.0,30.2,44.2,14.0,0.9,196.0,2021/06/01 01:00:00,22.6,99
平鎮,桃園市,20.0,2.0,0.43,6.3,14.0,9.0,18.3,18.7,0.3,0.7,231.0,2021/06/01 02:00:00,22.6,99
平鎮,桃園市,23.0,2.0,0.35,3.2,20.0,11.0,20.9,23.9,3.0,1.0,290.0,2021/06/01 03:00:00,22.6,98
平鎮,桃園市,26.0,2.0,0.26,4.4,21.0,10.0,18.3,22.7,4.4,0.8,208.0,2021/06/01 04:00:00,23.3,96
平鎮,桃園市,28.0,2.4,0.22,8.0,16.0,8.0,16.5,17.1,0.6,0.6,207.0,2021/06/01 05:00:00,23.0,98
平鎮,桃園市,30.0,2.6,0.3,6.0,19.0,12.0,20.0,21.8,1.9,0.8,136.0,2021/06/01 06:00:00,23.4,97
平鎮,桃園市,30.0,2.2,0.41,6.5,19.0,10.0,16.4,20.6,4.2,0.5,138.0,2021/06/01 07:00:00,24.3,93
平鎮,桃園市,30.0,2.2,,9.1,21.0,9.0,13.0,19.5,6.5,0.9,158.0,2021/06/01 08:00:00,27.1,83
平鎮,桃園市,30.0,2.0,0.37,16.6,18.0,7.0,8.7,14.5,5.8,0.7,200.0,2021/06/01 09:00:00,28.3,76
平鎮,桃園市,26.0,1.8,0.34,36.7,17.0,5.0,7.3,9.6,2.3,0.9,93.0,2021/06/01 10:00:00,28.1,79
平鎮,桃園市,25.0,1.8,0.36,47.0,18.0,8.0,10.8,12.0,1.3,1.2,288.0,2021/06/01 11:00:00,28.4,78
平鎮,桃園市,29.0,2.3,0.29,58.2,20.0,14.0,9.5,10.1,0.6,1.8,285.0,2021/06/01 12:00:00,28.8,77
平鎮,桃園市,35.0,3.5,0.32,69.9,30.0,18.0,11.3,11.7,0.3,1.9,298.0,2021/06/01 13:00:00,28.3,80
平鎮,桃園市,41.0,3.6,0.27,71.5,27.0,17.0,10.0,11.2,1.2,1.5,333.0,2021/06/01 14:00:00,28.0,81
平鎮,桃園市,44.0,3.0,0.28,70.8,23.0,16.0,9.1,9.5,0.3,1.5,355.0,2021/06/01 15:00:00,27.8,82
平鎮,桃園市,51.0,2.5,0.26,69.4,24.0,17.0,8.4,8.3,0.0,1.1,280.0,2021/06/01 16:00:00,27.9,81
平鎮,桃園市,71.0,2.9,0.28,67.2,22.0,19.0,9.6,10.0,0.3,1.4,290.0,2021/06/01 17:00:00,27.1,87
平鎮,桃園市,77.0,3.0,0.35,46.9,23.0,11.0,14.6,15.1,0.3,1.0,321.0,2021/06/01 18:00:00,24.9,94
平鎮,桃園市,71.0,2.6,0.31,33.7,18.0,11.0,17.4,17.7,0.3,0.7,223.0,2021/06/01 19:00:00,24.8,95
平鎮,桃園市,58.0,1.9,0.28,29.8,16.0,10.0,13.5,13.4,0.0,1.4,186.0,2021/06/01 20:00:00,25.0,95
平鎮,桃園市,47.0,3.5,0.31,20.7,11.0,11.0,14.3,15.0,0.7,0.7,251.0,2021/06/01 21:00:00,24.5,96
平鎮,桃園市,42.0,2.1,0.4,19.2,18.0,10.0,,,,0.7,118.0,2021/06/01 22:00:00,23.9,98
平鎮,桃園市,39.0,2.0,0.35,17.1,15.0,11.0,13.8,14.0,0.3,1.4,81.0,2021/06/01 23:00:00,23.5,98
平鎮,桃園市,39.0,2.6,0.41,12.8,19.0,10.0,16.8,16.5,0.0,1.4,87.0,2021/06/02 00:00:00,23.5,98
平鎮,桃園市,36.0,2.2,0.4,11.1,30.0,8.0,16.5,16.7,0.3,0.6,202.0,2021/06/02 01:00:00,23.5,97
平鎮,桃園市,35.0,2.2,0.29,12.5,19.0,10.0,11.2,14.3,3.1,1.3,114.0,2021/06/02 02:00:00,23.7,96
平鎮,桃園市,34.0,2.1,0.21,17.7,10.0,10.0,6.5,9.5,3.0,0.5,122.0,2021/06/02 03:00:00,23.5,95
平鎮,桃園市,32.0,1.8,0.23,13.1,14.0,8.0,5.5,8.4,2.9,0.6,176.0,2021/06/02 04:00:00,23.5,94
平鎮,桃園市,29.0,1.8,0.22,9.3,22.0,5.0,6.5,8.7,2.2,0.5,93.0,2021/06/02 05:00:00,23.9,93
平鎮,桃園市,26.0,1.7,0.24,9.4,21.0,5.0,7.4,10.8,3.4,0.8,183.0,2021/06/02 06:00:00,26.0,86
平鎮,桃園市,24.0,2.0,0.34,5.5,20.0,6.0,9.8,21.1,11.3,0.6,104.0,2021/06/02 07:00:00,28.1,78
平鎮,桃園市,24.0,2.6,0.34,14.3,20.0,8.0,9.7,19.2,9.5,1.8,177.0,2021/06/02 08:00:00,29.9,70
平鎮,桃園市,25.0,2.4,0.19,24.0,13.0,9.0,,,,1.7,270.0,2021/06/02 09:00:00,30.9,65
平鎮,桃園市,25.0,2.4,0.18,30.1,14.0,6.0,5.9,8.8,3.0,1.5,262.0,2021/06/02 10:00:00,31.8,66
平鎮,桃園市,26.0,2.9,0.22,48.0,23.0,10.0,6.3,8.6,2.3,2.7,268.0,2021/06/02 11:00:00,31.5,63
平鎮,桃園市,29.0,2.7,0.2,57.7,24.0,13.0,5.0,6.0,1.0,2.5,268.0,2021/06/02 12:00:00,31.8,62
平鎮,桃園市,29.0,2.7,0.18,48.0,16.0,9.0,4.0,5.4,1.4,2.4,258.0,2021/06/02 13:00:00,30.9,71
平鎮,桃園市,31.0,2.5,0.14,45.5,18.0,6.0,3.2,4.8,1.6,3.2,272.0,2021/06/02 14:00:00,30.4,69
平鎮,桃園市,37.0,2.4,0.14,49.8,11.0,7.0,3.4,5.1,1.7,3.1,267.0,2021/06/02 15:00:00,29.4,77
平鎮,桃園市,42.0,2.5,0.15,55.5,15.0,9.0,3.0,4.1,1.1,2.3,270.0,2021/06/02 16:00:00,28.7,79
平鎮,桃園市,44.0,2.3,0.2,50.4,24.0,9.0,4.5,5.8,1.3,1.5,257.0,2021/06/02 17:00:00,25.5,84
平鎮,桃園市,47.0,2.2,0.21,56.4,28.0,20.0,4.6,5.3,0.7,1.6,237.0,2021/06/02 18:00:00,25.8,88
平鎮,桃園市,46.0,2.3,0.21,39.4,12.0,9.0,5.8,7.2,1.4,1.4,253.0,2021/06/02 19:00:00,25.7,91
平鎮,桃園市,44.0,2.1,0.16,31.4,13.0,7.0,5.5,6.3,0.8,1.4,249.0,2021/06/02 20:00:00,26.7,84
平鎮,桃園市,41.0,2.3,0.17,23.1,16.0,4.0,6.6,7.8,1.2,1.3,236.0,2021/06/02 21:00:00,25.6,93
平鎮,桃園市,37.0,2.9,0.17,15.0,15.0,3.0,9.1,10.4,1.3,1.2,228.0,2021/06/02 22:00:00,25.3,94
平鎮,桃園市,33.0,1.9,0.15,13.6,5.0,4.0,8.2,9.2,1.0,0.7,230.0,2021/06/02 23:00:00,25.2,94
平鎮,桃園市,29.0,2.5,0.18,15.4,17.0,6.0,7.8,8.6,0.8,0.8,130.0,2021/06/03 00:00:00,25.1,93
平鎮,桃園市,25.0,2.7,0.2,19.0,16.0,10.0,5.3,6.8,1.5,1.5,185.0,2021/06/03 01:00:00,24.9,94
平鎮,桃園市,26.0,1.9,0.18,21.3,16.0,11.0,3.2,7.2,4.0,0.6,180.0,2021/06/03 02:00:00,24.7,94
平鎮,桃園市,28.0,2.2,0.21,16.1,21.0,8.0,5.7,9.1,3.3,0.8,167.0,2021/06/03 03:00:00,24.6,93
平鎮,桃園市,28.0,2.0,0.21,15.0,25.0,7.0,4.5,7.6,3.1,0.8,177.0,2021/06/03 04:00:00,25.1,87
平鎮,桃園市,28.0,1.8,0.22,10.2,29.0,9.0,6.0,9.8,3.8,0.6,76.0,2021/06/03 05:00:00,24.7,91
平鎮,桃園市,27.0,1.8,0.26,9.1,25.0,12.0,6.7,10.9,4.3,0.6,205.0,2021/06/03 06:00:00,25.5,87
平鎮,桃園市,26.0,1.8,0.3,6.5,22.0,7.0,7.3,15.1,7.8,1.4,174.0,2021/06/03 07:00:00,27.9,77
平鎮,桃園市,26.0,2.6,0.39,11.1,26.0,7.0,,,,1.4,225.0,2021/06/03 08:00:00,28.4,70
平鎮,桃園市,25.0,3.0,0.26,16.7,16.0,6.0,8.5,14.2,5.7,1.9,219.0,2021/06/03 09:00:00,30.3,69
平鎮,桃園市,23.0,3.6,0.24,25.0,15.0,6.0,8.5,12.9,4.4,2.1,,2021/06/03 10:00:00,31.3,64
平鎮,桃園市,24.0,3.8,0.23,39.5,22.0,8.0,8.6,11.3,2.7,2.2,237.0,2021/06/03 11:00:00,32.6,59
平鎮,桃園市,26.0,3.5,0.24,55.1,20.0,11.0,6.8,9.0,2.2,2.6,269.0,2021/06/03 12:00:00,32.7,62
平鎮,桃園市,29.0,3.2,0.24,66.5,,12.0,6.4,8.4,2.0,2.1,240.0,2021/06/03 13:00:00,32.7,64
平鎮,桃園市,34.0,2.8,0.23,75.0,30.0,,7.5,9.3,1.9,3.3,266.0,2021/06/03 14:00:00,31.8,67
平鎮,桃園市,41.0,3.3,0.21,65.0,34.0,1.0,7.6,9.9,2.3,2.6,259.0,2021/06/03 15:00:00,31.2,66
平鎮,桃園市,44.0,3.0,0.18,43.7,26.0,1.0,5.8,8.1,2.4,2.6,250.0,2021/06/03 16:00:00,30.2,69
平鎮,桃園市,45.0,2.1,0.14,25.0,21.0,,5.5,8.4,2.9,2.6,235.0,2021/06/03 17:00:00,29.4,71
平鎮,桃園市,44.0,1.9,0.18,17.0,13.0,,7.5,10.7,3.2,2.9,267.0,2021/06/03 18:00:00,28.3,77
平鎮,桃園市,43.0,2.0,0.19,18.9,16.0,,7.5,9.6,2.2,1.9,256.0,2021/06/03 19:00:00,28.1,80
平鎮,桃園市,38.0,1.9,0.16,17.4,10.0,,6.1,8.2,2.1,2.1,252.0,2021/06/03 20:00:00,27.6,83
平鎮,桃園市,32.0,2.0,0.18,14.8,10.0,,6.8,8.0,1.2,2.1,234.0,2021/06/03 21:00:00,26.8,87
平鎮,桃園市,24.0,3.1,0.27,9.4,12.0,,11.1,13.5,2.3,1.2,227.0,2021/06/03 22:00:00,27.6,84
平鎮,桃園市,18.0,3.1,0.26,7.1,14.0,,12.8,14.7,1.9,1.6,240.0,2021/06/03 23:00:00,27.3,86
平鎮,桃園市,14.0,2.7,0.19,6.1,13.0,,12.8,14.4,1.5,1.5,212.0,2021/06/04 00:00:00,27.2,88
平鎮,桃園市,16.0,2.2,0.17,8.4,22.0,,8.4,10.3,1.8,1.4,223.0,2021/06/04 01:00:00,27.3,87
平鎮,桃園市,16.0,1.9,0.12,5.3,15.0,,11.1,14.1,3.0,1.1,244.0,2021/06/04 02:00:00,26.4,91
平鎮,桃園市,15.0,2.2,0.14,5.6,16.0,,10.2,12.8,2.6,1.5,225.0,2021/06/04 03:00:00,26.4,91
平鎮,桃園市,15.0,2.1,0.13,7.9,17.0,,7.7,9.4,1.7,1.4,229.0,2021/06/04 04:00:00,25.7,92
平鎮,桃園市,15.0,1.9,0.14,8.1,19.0,,7.0,9.0,2.1,1.3,211.0,2021/06/04 05:00:00,25.8,90
平鎮,桃園市,16.0,1.8,0.2,6.6,23.0,,6.9,9.9,3.0,0.7,94.0,2021/06/04 06:00:00,27.0,82
平鎮,桃園市,18.0,2.0,0.3,8.4,26.0,,7.2,12.7,5.5,1.2,96.0,2021/06/04 07:00:00,29.1,77
平鎮,桃園市,19.0,2.2,0.3,16.6,27.0,,5.3,9.7,4.4,0.8,153.0,2021/06/04 08:00:00,30.6,69
平鎮,桃園市,20.0,2.2,0.28,22.9,26.0,,8.0,12.8,4.8,0.9,207.0,2021/06/04 09:00:00,30.7,72
平鎮,桃園市,22.0,2.5,0.24,28.1,31.0,,10.1,15.1,5.0,1.9,299.0,2021/06/04 10:00:00,29.9,78
平鎮,桃園市,25.0,2.6,0.24,30.9,42.0,,10.2,14.0,3.7,2.7,272.0,2021/06/04 11:00:00,30.1,77
平鎮,桃園市,27.0,2.6,0.2,35.5,36.0,,7.3,10.3,3.1,3.0,273.0,2021/06/04 12:00:00,26.9,95
平鎮,桃園市,28.0,1.8,0.16,34.3,30.0,,4.5,7.3,2.8,3.5,269.0,2021/06/04 13:00:00,27.2,95
平鎮,桃園市,29.0,1.5,0.13,22.8,31.0,,6.0,9.7,3.7,2.7,284.0,2021/06/04 14:00:00,26.7,92
平鎮,桃園市,26.0,1.8,0.16,23.2,18.0,,7.8,11.9,4.1,1.3,317.0,2021/06/04 15:00:00,23.9,99
平鎮,桃園市,26.0,1.5,0.21,28.7,20.0,,8.9,11.7,2.8,2.0,,2021/06/04 16:00:00,23.4,99
平鎮,桃園市,27.0,1.4,0.2,30.2,5.0,,7.6,10.0,2.4,1.3,161.0,2021/06/04 17:00:00,23.5,99
平鎮,桃園市,27.0,1.6,0.27,26.2,5.0,,8.7,11.2,2.5,2.6,97.0,2021/06/04 18:00:00,23.6,99
平鎮,桃園市,26.0,1.8,0.28,23.8,5.0,,7.4,9.6,2.2,1.7,108.0,2021/06/04 19:00:00,23.7,99
平鎮,桃園市,24.0,2.0,0.33,19.2,5.0,,,,,1.6,97.0,2021/06/04 20:00:00,23.6,99
平鎮,桃園市,22.0,1.7,0.3,19.2,5.0,,9.2,11.5,2.4,2.1,87.0,2021/06/04 21:00:00,23.6,99
平鎮,桃園市,21.0,2.1,0.31,16.5,5.0,,11.0,13.6,2.5,1.6,58.0,2021/06/04 22:00:00,23.7,99
平鎮,桃園市,21.0,2.4,0.28,16.2,5.0,,11.2,13.5,2.3,0.6,91.0,2021/06/04 23:00:00,23.7,99
平鎮,桃園市,19.0,2.5,0.3,12.5,5.0,,13.5,16.6,3.0,1.4,74.0,2021/06/05 00:00:00,23.7,99
平鎮,桃園市,17.0,2.7,0.28,12.4,11.0,,11.0,13.2,2.2,0.9,260.0,2021/06/05 01:00:00,23.8,99
平鎮,桃園市,15.0,2.1,0.24,9.4,10.0,,9.6,12.3,2.7,0.7,197.0,2021/06/05 02:00:00,24.0,99
平鎮,桃園市,14.0,1.8,0.19,18.5,5.0,,5.5,8.2,2.6,0.7,185.0,2021/06/05 03:00:00,24.2,97
平鎮,桃園市,14.0,1.9,0.18,13.1,5.0,,7.8,10.4,2.6,0.8,245.0,2021/06/05 04:00:00,24.3,96
平鎮,桃園市,12.0,2.2,0.22,6.1,16.0,,12.4,16.6,4.2,1.5,18.0,2021/06/05 05:00:00,23.8,96
平鎮,桃園市,13.0,1.8,0.19,27.7,5.0,,5.7,8.2,2.4,0.8,326.0,2021/06/05 06:00:00,24.7,95
平鎮,桃園市,15.0,2.2,0.19,28.4,5.0,,6.2,9.5,3.3,1.0,286.0,2021/06/05 07:00:00,24.7,95
平鎮,桃園市,17.0,1.6,0.22,29.4,5.0,,7.8,10.8,3.1,1.3,359.0,2021/06/05 08:00:00,24.9,96
平鎮,桃園市,19.0,1.6,0.24,26.4,12.0,,10.2,13.8,3.6,0.9,339.0,2021/06/05 09:00:00,25.1,94
平鎮,桃園市,21.0,1.5,0.23,31.8,11.0,,8.2,12.4,4.1,1.0,305.0,2021/06/05 10:00:00,25.5,93
平鎮,桃園市,23.0,1.5,0.26,38.4,16.0,,8.3,11.9,3.6,,12.0,2021/06/05 11:00:00,25.7,91
平鎮,桃園市,27.0,2.0,0.29,42.5,19.0,,10.0,13.1,3.2,1.8,25.0,2021/06/05 12:00:00,25.3,94
平鎮,桃園市,31.0,2.3,0.32,40.7,11.0,,10.8,14.5,3.8,1.2,4.0,2021/06/05 13:00:00,25.6,93
平鎮,桃園市,32.0,1.8,0.28,42.9,20.0,,8.2,11.6,3.4,1.2,284.0,2021/06/05 14:00:00,25.3,94
平鎮,桃園市,34.0,1.8,0.27,41.1,21.0,,6.7,9.6,2.9,1.7,290.0,2021/06/05 15:00:00,24.2,98
平鎮,桃園市,35.0,1.4,0.26,38.4,11.0,,7.0,9.7,2.7,1.9,286.0,2021/06/05 16:00:00,23.8,99
平鎮,桃園市,37.0,1.4,0.27,43.9,11.0,,7.1,10.0,2.9,1.7,26.0,2021/06/05 17:00:00,23.0,99
平鎮,桃園市,39.0,1.5,0.31,50.3,5.0,,8.2,10.4,2.2,1.6,25.0,2021/06/05 18:00:00,23.0,99
平鎮,桃園市,40.0,1.8,0.34,44.7,11.0,,10.1,13.2,3.1,1.6,23.0,2021/06/05 19:00:00,21.6,99
平鎮,桃園市,41.0,1.3,0.31,47.8,5.0,,7.6,10.2,2.6,2.6,,2021/06/05 20:00:00,20.9,99
平鎮,桃園市,43.0,1.3,0.26,56.5,5.0,,3.6,5.7,2.1,3.3,88.0,2021/06/05 21:00:00,20.5,99
平鎮,桃園市,44.0,1.4,0.22,57.8,5.0,,2.2,4.1,2.0,1.8,66.0,2021/06/05 22:00:00,20.2,99
平鎮,桃園市,45.0,1.3,0.21,54.9,5.0,,3.0,5.0,2.0,1.9,92.0,2021/06/05 23:00:00,20.3,99
平鎮,桃園市,47.0,1.6,0.19,54.1,5.0,,2.0,4.3,2.3,2.2,94.0,2021/06/06 00:00:00,None,None
平鎮,桃園市,48.0,1.8,0.19,51.7,12.0,,2.9,4.8,2.0,2.1,87.0,2021/06/06 01:00:00,20.5,99
平鎮,桃園市,48.0,1.5,0.21,46.9,11.0,,,,,0.8,112.0,2021/06/06 02:00:00,20.8,99
平鎮,桃園市,48.0,1.8,0.22,44.2,5.0,,3.6,5.6,2.0,1.0,99.0,2021/06/06 03:00:00,21.0,99
平鎮,桃園市,48.0,1.9,0.21,46.4,5.0,,2.5,4.5,2.0,0.9,105.0,2021/06/06 04:00:00,21.1,99
平鎮,桃園市,46.0,1.7,0.21,45.6,5.0,,2.8,4.5,1.7,1.6,81.0,2021/06/06 05:00:00,21.4,99
平鎮,桃園市,44.0,1.5,0.24,44.1,5.0,,2.2,3.9,1.7,1.3,73.0,2021/06/06 06:00:00,22.0,98
平鎮,桃園市,44.0,1.9,0.35,42.7,5.0,,4.3,6.1,1.8,1.4,47.0,2021/06/06 07:00:00,22.6,96
平鎮,桃園市,42.0,2.9,0.37,39.3,5.0,,6.3,8.4,2.2,2.0,20.0,2021/06/06 08:00:00,22.7,97
平鎮,桃園市,39.0,2.3,0.42,28.6,12.0,,12.6,15.8,3.2,1.8,29.0,2021/06/06 09:00:00,22.8,96
平鎮,桃園市,37.0,2.1,0.34,29.7,11.0,,11.8,15.6,3.9,1.7,35.0,2021/06/06 10:00:00,22.5,98
平鎮,桃園市,37.0,1.7,0.32,39.7,5.0,,7.5,10.0,2.5,1.8,36.0,2021/06/06 11:00:00,22.8,99
平鎮,桃園市,36.0,1.7,0.31,41.9,5.0,,8.5,11.4,2.9,1.9,19.0,2021/06/06 12:00:00,22.7,98
平鎮,桃園市,35.0,1.8,0.35,40.8,10.0,,9.4,12.3,2.9,2.2,27.0,2021/06/06 13:00:00,22.6,98
平鎮,桃園市,35.0,2.0,0.29,45.1,5.0,,9.3,12.4,3.1,1.8,27.0,2021/06/06 14:00:00,22.5,99
平鎮,桃園市,35.0,1.8,0.35,40.9,5.0,,11.7,13.5,1.8,1.2,65.0,2021/06/06 15:00:00,22.5,99
平鎮,桃園市,36.0,2.1,0.36,47.5,5.0,,7.5,10.4,2.9,1.2,54.0,2021/06/06 16:00:00,22.3,99
平鎮,桃園市,38.0,2.2,0.41,45.5,5.0,,9.1,11.6,2.5,1.2,24.0,2021/06/06 17:00:00,22.2,99
平鎮,桃園市,40.0,2.0,0.44,44.7,5.0,,12.2,15.2,3.1,1.1,30.0,2021/06/06 18:00:00,22.1,99
平鎮,桃園市,41.0,1.7,0.46,44.0,11.0,,11.1,14.1,2.9,1.2,52.0,2021/06/06 19:00:00,22.0,99
平鎮,桃園市,41.0,1.8,0.43,40.5,10.0,,12.0,14.5,2.5,1.1,48.0,2021/06/06 20:00:00,22.1,99
平鎮,桃園市,41.0,1.9,0.34,43.7,5.0,,8.1,10.2,2.1,1.7,75.0,2021/06/06 21:00:00,22.1,99
平鎮,桃園市,41.0,1.8,0.28,46.2,5.0,,4.2,6.2,2.0,2.0,82.0,2021/06/06 22:00:00,22.0,99
平鎮,桃園市,42.0,2.0,0.26,44.9,5.0,,4.3,6.5,2.2,1.6,85.0,2021/06/06 23:00:00,21.9,99
平鎮,桃園市,41.0,2.2,0.28,40.9,5.0,,4.6,6.7,2.1,1.1,59.0,2021/06/07 00:00:00,21.9,99
平鎮,桃園市,40.0,2.7,0.3,38.4,5.0,,5.1,7.2,2.1,1.7,89.0,2021/06/07 01:00:00,21.9,99
平鎮,桃園市,40.0,2.3,0.22,,5.0,,4.9,,,,,2021/06/07 02:00:00,21.8,99
平鎮,桃園市,38.0,2.5,0.23,33.2,5.0,,7.2,7.5,0.3,1.6,88.0,2021/06/07 03:00:00,21.9,99
平鎮,桃園市,37.0,2.5,0.2,34.5,10.0,,7.1,8.4,1.3,0.7,118.0,2021/06/07 04:00:00,21.8,99
平鎮,桃園市,36.0,2.0,0.2,34.7,13.0,,6.4,6.8,0.3,0.6,146.0,2021/06/07 05:00:00,22.2,99
平鎮,桃園市,34.0,2.1,0.24,30.4,5.0,,7.2,8.3,1.0,0.8,108.0,2021/06/07 06:00:00,23.4,97
平鎮,桃園市,32.0,2.4,0.27,30.3,11.0,,8.3,10.5,2.2,1.9,84.0,2021/06/07 07:00:00,26.0,84
平鎮,桃園市,31.0,2.4,0.34,29.8,5.0,,9.8,13.5,3.7,2.1,83.0,2021/06/07 08:00:00,28.7,77
平鎮,桃園市,31.0,2.5,0.39,34.1,25.0,,9.8,13.5,3.7,1.4,106.0,2021/06/07 09:00:00,29.7,69
平鎮,桃園市,31.0,2.1,0.32,46.8,5.0,,9.1,11.7,2.7,1.2,62.0,2021/06/07 10:00:00,28.8,73
平鎮,桃園市,35.0,2.3,0.36,64.0,16.0,,12.0,14.0,2.0,1.7,23.0,2021/06/07 11:00:00,28.4,81
平鎮,桃園市,38.0,3.1,0.41,60.7,24.0,,16.3,18.4,2.2,1.4,355.0,2021/06/07 12:00:00,27.5,82
平鎮,桃園市,42.0,2.9,0.31,62.5,5.0,,11.9,13.6,1.7,2.4,24.0,2021/06/07 13:00:00,27.4,81
平鎮,桃園市,45.0,2.7,0.25,65.3,18.0,8.0,9.1,10.5,1.4,2.4,29.0,2021/06/07 14:00:00,23.9,95
平鎮,桃園市,49.0,3.1,0.3,58.0,16.0,6.0,11.2,12.9,1.7,1.7,27.0,2021/06/07 15:00:00,23.6,99
平鎮,桃園市,51.0,2.0,0.24,52.1,5.0,7.0,7.9,8.8,0.9,0.8,164.0,2021/06/07 16:00:00,23.1,99
平鎮,桃園市,58.0,1.8,0.26,42.6,5.0,4.0,8.7,8.9,0.3,1.0,176.0,2021/06/07 17:00:00,23.6,99
平鎮,桃園市,51.0,2.0,0.46,34.8,5.0,7.0,19.6,20.8,1.2,0.6,307.0,2021/06/07 18:00:00,23.2,99
平鎮,桃園市,47.0,1.7,0.44,32.3,5.0,8.0,21.4,22.6,1.1,1.7,85.0,2021/06/07 19:00:00,23.2,99
平鎮,桃園市,44.0,1.9,0.47,31.9,5.0,9.0,16.6,17.5,0.9,1.0,124.0,2021/06/07 20:00:00,23.2,99
平鎮,桃園市,40.0,2.0,0.4,30.7,5.0,6.0,14.6,15.6,1.0,0.8,143.0,2021/06/07 21:00:00,23.4,99
平鎮,桃園市,36.0,2.1,0.38,26.4,13.0,5.0,12.7,13.2,0.3,0.6,189.0,2021/06/07 22:00:00,23.3,99
平鎮,桃園市,31.0,2.5,0.44,16.2,14.0,12.0,19.5,20.9,1.4,0.7,187.0,2021/06/07 23:00:00,23.2,99
平鎮,桃園市,26.0,2.5,0.43,12.5,18.0,11.0,18.0,18.8,0.8,0.6,175.0,2021/06/08 00:00:00,22.9,99
平鎮,桃園市,30.0,2.3,0.38,13.2,31.0,13.0,13.9,15.0,1.1,0.5,238.0,2021/06/08 01:00:00,22.7,99
平鎮,桃園市,32.0,1.8,0.4,9.9,18.0,11.0,13.2,14.1,1.0,0.6,35.0,2021/06/08 02:00:00,22.7,97
平鎮,桃園市,30.0,1.5,0.32,11.8,16.0,6.0,8.2,9.9,1.7,1.0,179.0,2021/06/08 03:00:00,22.3,98
平鎮,桃園市,29.0,1.4,0.23,12.7,20.0,8.0,3.5,5.3,1.8,0.7,178.0,2021/06/08 04:00:00,22.1,97
平鎮,桃園市,26.0,1.3,0.25,10.3,15.0,5.0,6.2,8.5,2.3,0.9,93.0,2021/06/08 05:00:00,22.7,97
平鎮,桃園市,23.0,2.3,0.31,9.9,17.0,5.0,7.2,10.0,2.8,0.6,161.0,2021/06/08 06:00:00,25.0,95
平鎮,桃園市,27.0,4.0,0.49,11.9,26.0,14.0,10.3,16.8,6.4,0.5,271.0,2021/06/08 07:00:00,26.3,85
平鎮,桃園市,31.0,5.1,0.66,15.8,30.0,16.0,21.8,34.7,12.9,1.7,61.0,2021/06/08 08:00:00,28.0,77
平鎮,桃園市,34.0,3.7,0.59,28.2,18.0,11.0,15.1,24.4,9.4,2.4,21.0,2021/06/08 09:00:00,30.0,67
平鎮,桃園市,36.0,3.5,0.45,48.5,16.0,8.0,10.7,14.6,3.9,2.0,48.0,2021/06/08 10:00:00,29.6,66
平鎮,桃園市,34.0,3.1,0.36,55.3,14.0,9.0,8.9,12.6,3.7,2.0,35.0,2021/06/08 11:00:00,30.1,75
平鎮,桃園市,32.0,3.1,0.28,51.0,19.0,11.0,9.0,12.7,3.6,1.5,275.0,2021/06/08 12:00:00,30.0,77
平鎮,桃園市,32.0,3.3,0.28,58.0,12.0,11.0,6.8,10.0,3.3,1.6,5.0,2021/06/08 13:00:00,29.6,75
平鎮,桃園市,37.0,3.5,0.24,54.1,12.0,11.0,7.0,10.1,3.1,2.1,2.0,2021/06/08 14:00:00,29.8,71
平鎮,桃園市,41.0,3.0,0.25,37.3,11.0,9.0,6.4,10.3,3.9,1.3,319.0,2021/06/08 15:00:00,28.9,72
平鎮,桃園市,43.0,3.1,0.23,34.0,10.0,10.0,5.6,8.9,3.3,2.0,13.0,2021/06/08 16:00:00,27.8,80
平鎮,桃園市,44.0,2.5,0.22,36.8,14.0,9.0,4.6,6.9,2.4,1.6,291.0,2021/06/08 17:00:00,28.6,76
平鎮,桃園市,42.0,4.1,0.27,30.5,22.0,15.0,7.7,10.6,2.9,1.1,301.0,2021/06/08 18:00:00,27.9,76
平鎮,桃園市,38.0,4.1,0.33,22.9,21.0,14.0,14.0,17.8,3.8,0.8,282.0,2021/06/08 19:00:00,27.3,79
平鎮,桃園市,41.0,3.6,0.28,25.1,24.0,17.0,10.7,13.9,3.2,1.2,253.0,2021/06/08 20:00:00,26.5,83
平鎮,桃園市,46.0,3.5,0.24,23.3,22.0,20.0,9.7,10.9,1.2,1.3,210.0,2021/06/08 21:00:00,26.6,80
平鎮,桃園市,44.0,1.8,0.25,31.3,14.0,10.0,6.9,8.4,1.5,1.2,268.0,2021/06/08 22:00:00,25.0,89
平鎮,桃園市,43.0,1.6,0.25,19.8,17.0,9.0,12.2,13.9,1.7,1.0,264.0,2021/06/08 23:00:00,25.0,90
平鎮,桃園市,40.0,2.2,0.25,15.3,18.0,10.0,14.0,15.8,1.9,0.7,255.0,2021/06/09 00:00:00,24.4,93
平鎮,桃園市,35.0,1.8,0.24,14.7,21.0,10.0,14.2,17.5,3.3,0.6,225.0,2021/06/09 01:00:00,25.1,88
平鎮,桃園市,35.0,1.7,0.22,13.5,18.0,9.0,17.7,21.3,3.6,0.7,255.0,2021/06/09 02:00:00,24.1,92
